rodent_uid,trap_uid,clean_names,genus,sub_family,family,sex,age_group,weight,head_body,cut_tail,hind_foot,ear,length_skull,testes,seminal_vesicles,vagina_perforate,teats_visible,pairs_teats,number_embryos,notes,all_samples,source_data,village,visit,trap_night,grid_number,trap_number
2_SEI_021,seilama_2_2_5_272,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,juvenile,22,105,NA,20,10,NA,NA,NA,not_open,not_noted,NA,0,NA,yes,Paper,seilama,2,2,5,272
2_SEI_022,seilama_2_2_5_292,praomys_rostratus,praomys,murinae,muridae,male,adult,22,95,NA,22,19,28,outside,undeveloped,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,5,292
2_SEI_025,seilama_2_2_1_11,mastomys_natalensis,mastomys,murinae,muridae,male,adult,43,107,NA,17,17,29,outside,undeveloped,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,1,11
2_SEI_029,seilama_2_2_7_67,mastomys_natalensis,mastomys,murinae,muridae,male,adult,55,121,NA,24,17,30,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,7,67
2_SEI_030,seilama_2_2_7_69,mastomys_natalensis,mastomys,murinae,muridae,female,adult,35,101,NA,24,16,25,NA,NA,open,visible,10,0,NA,yes,Paper,seilama,2,2,7,69
2_SEI_031,seilama_2_3_7_86,mastomys_natalensis,mastomys,murinae,muridae,male,adult,40,114,NA,25,18,32,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,3,7,86
2_SEI_032,seilama_2_3_7_87,mastomys_natalensis,mastomys,murinae,muridae,male,adult,80,140,NA,25,20,34,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,3,7,87
2_SEI_033,seilama_2_3_4_126,mastomys_natalensis,mastomys,murinae,muridae,female,juvenile,33,99,NA,24,15,27,NA,NA,not_open,visible,0,0,NA,yes,Paper,seilama,2,3,4,126
2_SEI_035,seilama_2_3_4_140,mastomys_natalensis,mastomys,murinae,muridae,female,adult,27,98,NA,24,15,25,NA,NA,open,visible,10,0,NA,yes,Paper,seilama,2,3,4,140
2_SEI_037,seilama_2_3_2_193,praomys_rostratus,praomys,murinae,muridae,female,adult,48,125,NA,22,20,32,NA,NA,open,visible,3,0,NA,yes,Paper,seilama,2,3,2,193
2_SEI_040,seilama_2_3_3_226,mastomys_natalensis,mastomys,murinae,muridae,female,adult,45,112,NA,22,16,30,NA,NA,open,visible,10,0,NA,yes,Paper,seilama,2,3,3,226
2_SEI_042,seilama_2_4_1_26,praomys_rostratus,praomys,murinae,muridae,male,adult,32,107,NA,22,18,26,outside,undeveloped,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,1,26
2_SEI_043,seilama_2_4_1_47,praomys_rostratus,praomys,murinae,muridae,female,not_known,41,122,NA,25,19,30,NA,NA,not_recorded,visible,3,0,NA,yes,Paper,seilama,2,4,1,47
2_SEI_044,seilama_2_4_7_66,mastomys_natalensis,mastomys,murinae,muridae,female,not_known,30,104,NA,24,17,27,NA,NA,not_recorded,visible,10,0,NA,yes,Paper,seilama,2,4,7,66
2_SEI_045,seilama_2_4_7_67,mastomys_natalensis,mastomys,murinae,muridae,female,adult,60,127,NA,24,18,35,NA,NA,open,visible,10,0,NA,yes,Paper,seilama,2,4,7,67
2_SEI_046,seilama_2_4_7_82,rattus_rattus,rattus,murinae,muridae,male,adult,55,130,NA,30,20,32,outside,not_noted,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,7,82
2_SEI_049,seilama_2_4_2_187,mus_setulosus,mus,murinae,muridae,male,not_known,10,70,NA,15,10,20,not_noted,not_noted,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,2,187
2_SEI_050,seilama_2_4_2_195,mus_setulosus,mus,murinae,muridae,female,adult,10,74,NA,14,11,20,NA,NA,open,visible,2,0,NA,yes,Paper,seilama,2,4,2,195
2_SEI_051,seilama_2_4_3_223,mastomys_natalensis,mastomys,murinae,muridae,male,juvenile,21,94,NA,20,14,25,inside,undeveloped,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,3,223
2_SEI_052,seilama_2_4_3_270,mastomys_natalensis,mastomys,murinae,muridae,male,adult,60,125,NA,25,18,30,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,3,270
2_SEI_056,seilama_2_4_5_305,hybomys_planifrons,hybomys,murinae,muridae,male,adult,28,97,NA,28,15,32,outside,developed,NA,NA,NA,NA,NA,no,Paper,seilama,2,4,5,305
10_LAM_024,lambayama_10_2_7_200,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,33,129,no,20,9,35,NA,NA,yes,yes,3,3,NA,no,ODK,lambayama,10,2,7,200
10_LAM_023,lambayama_10_2_3_125,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,35,125,no,19,8,30,internal,yes,NA,NA,NA,NA,NA,no,ODK,lambayama,10,2,3,125
10_LAM_022,lambayama_10_4_7_292,mus_musculus,mus,murinae,muridae,male,adult,15,81,no,16,16,25,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,4,7,292
10_LAM_021,lambayama_10_4_7_291,mus_musculus,mus,murinae,muridae,female,adult,9,66,no,17,14,24,NA,NA,yes,yes,4,0,NA,yes,ODK,lambayama,10,4,7,291
10_LAM_020,lambayama_10_4_7_265,mus_musculus,mus,murinae,muridae,female,adult,8,69,no,16,13,22,NA,NA,yes,yes,3,0,NA,yes,ODK,lambayama,10,4,7,265
10_LAM_019,lambayama_10_4_4_187,rattus_rattus,rattus,murinae,muridae,female,adult,110,173,no,35,24,53,NA,NA,yes,yes,4,6,NA,yes,ODK,lambayama,10,4,4,187
10_LAM_018,lambayama_10_3_7_288,mus_musculus,mus,murinae,muridae,male,adult,11,77,no,11,12,28,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,3,7,288
10_LAM_017,lambayama_10_3_4_178,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,30,127,no,20,9,48,NA,NA,yes,yes,2,0,NA,no,ODK,lambayama,10,3,4,178
10_BAI_017,baiama_10_3_7_200,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,22,119,no,21,9,43,NA,NA,yes,yes,2,3,NA,no,ODK,baiama,10,3,7,200
10_LAM_016,lambayama_10_2_7_258,mus_musculus,mus,murinae,muridae,female,adult,14,78,no,17,13,30,NA,NA,yes,yes,2,4,NA,yes,ODK,lambayama,10,2,7,258
10_LAM_015,lambayama_10_2_7_255,mus_musculus,mus,murinae,muridae,male,juvenile,8,65,no,19,12,23,internal,no,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,2,7,255
10_LAM_014,lambayama_10_2_4_162,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,juvenile,16,116,no,16,7,35,internal,no,NA,NA,NA,NA,NA,no,ODK,lambayama,10,2,4,162
10_LAM_013,lambayama_10_2_2_79,mus_musculus,mus,murinae,muridae,male,adult,12,82,no,18,13,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,2,2,79
10_LAM_012,lambayama_10_2_2_59,mus_musculus,mus,murinae,muridae,female,adult,19,96,no,17,16,33,NA,NA,yes,yes,2,0,NA,yes,ODK,lambayama,10,2,2,59
10_LAM_011,lambayama_10_1_7_290,mus_musculus,mus,murinae,muridae,male,adult,14,89,no,19,15,42,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,1,7,290
10_LAM_010,lambayama_10_1_7_288,mus_musculus,mus,murinae,muridae,female,adult,15,85,no,15,11,31,NA,NA,yes,yes,3,5,NA,yes,ODK,lambayama,10,1,7,288
10_LAM_009,lambayama_10_1_7_281,mus_musculus,mus,murinae,muridae,female,adult,13,85,no,19,13,30,NA,NA,yes,yes,3,4,NA,yes,ODK,lambayama,10,1,7,281
10_LAM_008,lambayama_10_1_7_271,mus_musculus,mus,murinae,muridae,male,adult,13,83,no,18,8,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,1,7,271
10_LAM_007,lambayama_10_1_7_256,mus_musculus,mus,murinae,muridae,male,adult,11,79,no,16,12,24,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,1,7,256
10_LAM_006,lambayama_10_1_7_252,mus_musculus,mus,murinae,muridae,female,adult,14,74,no,18,8,26,NA,NA,yes,yes,2,0,NA,yes,ODK,lambayama,10,1,7,252
10_LAM_005,lambayama_10_1_7_246,mus_musculus,mus,murinae,muridae,male,adult,8,69,no,15,12,24,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,1,7,246
10_LAM_004,lambayama_10_1_4_186,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,42,133,no,20,11,51,NA,NA,yes,yes,2,0,NA,no,ODK,lambayama,10,1,4,186
10_LAM_003,lambayama_10_1_4_151,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,43,121,no,21,11,46,NA,NA,yes,yes,2,3,NA,no,ODK,lambayama,10,1,4,151
10_LAM_002,lambayama_10_1_2_73,mus_musculus,mus,murinae,muridae,male,adult,15,87,no,16,13,31,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,10,1,2,73
10_LAM_001,lambayama_10_1_2_51,mus_musculus,mus,murinae,muridae,female,juvenile,8,66,no,16,10,24,NA,NA,no,no,NA,0,NA,yes,ODK,lambayama,10,1,2,51
10_BAI_016,baiama_10_1_7_200,mus_setulosus,mus,murinae,muridae,male,adult,14,86,no,18,10,32,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,10,1,7,200
10_BAI_015,baiama_10_1_7_198,mus_setulosus,mus,murinae,muridae,male,adult,12,69,no,24,7,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,10,1,7,198
10_BAI_014,baiama_10_1_7_197,mastomys_natalensis,mastomys,murinae,muridae,female,adult,24,96,no,16,14,30,NA,NA,yes,yes,8,9,NA,yes,ODK,baiama,10,1,7,197
10_BAI_013,baiama_10_4_7_256,rattus_rattus,rattus,murinae,muridae,male,juvenile,14,82,no,22,15,34,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,4,7,256
10_BAI_012,baiama_10_4_7_254,rattus_rattus,rattus,murinae,muridae,male,juvenile,31,116,no,25,16,34,external,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,4,7,254
10_BAI_011,baiama_10_3_7_268,mastomys_natalensis,mastomys,murinae,muridae,male,juvenile,10,96,no,20,8,35,external,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,3,7,268
10_BAI_010,baiama_10_2_7_292,rattus_rattus,rattus,murinae,muridae,female,adult,55,140,no,30,20,50,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,10,2,7,292
10_BAI_009,baiama_10_2_7_290,rattus_rattus,rattus,murinae,muridae,male,juvenile,19,98,no,25,15,36,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,2,7,290
10_BAI_008,baiama_10_2_7_274,rattus_rattus,rattus,murinae,muridae,male,adult,94,168,no,33,18,52,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,10,2,7,274
10_BAI_007,baiama_10_2_7_256,praomys_rostratus,praomys,murinae,muridae,female,adult,52,135,no,32,23,48,NA,NA,yes,yes,3,3,NA,yes,ODK,baiama,10,2,7,256
10_BAI_006,baiama_10_2_4_154,praomys_rostratus,praomys,murinae,muridae,male,juvenile,14,89,no,20,12,31,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,2,4,154
10_BAI_005,baiama_10_2_3_129,rattus_rattus,rattus,murinae,muridae,male,juvenile,39,125,no,29,18,42,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,2,3,129
10_BAI_004,baiama_10_1_7_294,rattus_rattus,rattus,murinae,muridae,male,juvenile,26,116,no,30,19,41,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,10,1,7,294
10_BAI_003,baiama_10_1_4_150,praomys_rostratus,praomys,murinae,muridae,female,adult,48,132,no,24,18,45,NA,NA,yes,yes,3,4,NA,yes,ODK,baiama,10,1,4,150
10_BAI_002,baiama_10_1_3_112,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,40,130,no,16,10,42,NA,NA,yes,yes,2,0,NA,no,ODK,baiama,10,1,3,112
10_BAI_001,baiama_10_1_1_7,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,24,102,no,16,10,39,NA,NA,yes,yes,2,0,NA,yes,ODK,baiama,10,1,1,7
10_SEI_014,seilama_10_4_3_142,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,juvenile,15,95,no,14,8,34,NA,NA,no,no,NA,0,NA,no,ODK,seilama,10,4,3,142
10_SEI_013,seilama_10_4_1_7,praomys_rostratus,praomys,murinae,muridae,female,adult,40,118,no,21,16,38,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,10,4,1,7
10_SEI_016,seilama_10_4_7_257,praomys_rostratus,praomys,murinae,muridae,female,adult,33,104,no,20,15,38,NA,NA,yes,yes,3,2,NA,yes,ODK,seilama,10,4,7,257
10_SEI_015,seilama_10_4_7_254,praomys_rostratus,praomys,murinae,muridae,female,adult,54,130,no,25,18,46,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,10,4,7,254
10_SEI_012,seilama_10_3_5_206,praomys_rostratus,praomys,murinae,muridae,male,adult,56,140,no,27,19,48,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,10,3,5,206
10_SEI_011,seilama_10_3_5_201,praomys_rostratus,praomys,murinae,muridae,female,adult,45,128,no,23,17,44,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,10,3,5,201
10_SEI_010,seilama_10_2_4_172,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,19,117,no,16,8,35,NA,NA,yes,yes,3,2,NA,no,ODK,seilama,10,2,4,172
10_SEI_009,seilama_10_2_1_43,praomys_rostratus,praomys,murinae,muridae,female,adult,27,104,no,24,15,39,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,10,2,1,43
10_SEI_008,seilama_10_2_1_10,praomys_rostratus,praomys,murinae,muridae,female,adult,29,112,no,23,14,40,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,10,2,1,10
10_SEI_001,seilama_10_1_2_64,praomys_rostratus,praomys,murinae,muridae,female,adult,40,112,no,25,20,34,NA,NA,yes,yes,3,3,NA,yes,ODK,seilama,10,1,2,64
10_SEI_003,seilama_10_1_4_183,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,63,125,no,23,16,33,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,10,1,4,183
10_SEI_002,seilama_10_1_4_179,mus_setulosus,mus,murinae,muridae,female,adult,9,71,no,15,8,21,NA,NA,yes,yes,4,0,NA,yes,ODK,seilama,10,1,4,179
10_SEI_007,seilama_10_1_7_321,mastomys_natalensis,mastomys,murinae,muridae,female,adult,16,76,no,23,16,27,NA,NA,yes,no,NA,0,NA,yes,ODK,seilama,10,1,7,321
10_SEI_006,seilama_10_1_4_195,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,25,123,no,19,9,33,internal,yes,NA,NA,NA,NA,NA,no,ODK,seilama,10,1,4,195
10_SEI_005,seilama_10_1_4_151,praomys_rostratus,praomys,murinae,muridae,female,adult,11,79,no,17,15,23,NA,NA,yes,no,NA,0,NA,yes,ODK,seilama,10,1,4,151
10_SEI_004,seilama_10_1_4_191,praomys_rostratus,praomys,murinae,muridae,female,adult,16,114,no,25,21,33,NA,NA,yes,yes,4,0,NA,yes,ODK,seilama,10,1,4,191
10_LAL_011,lalehun_10_3_7_329,mastomys_natalensis,mastomys,murinae,muridae,male,adult,23,112,no,23,16,33,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,10,3,7,329
10_LAL_010,lalehun_10_2_7_297,mastomys_natalensis,mastomys,murinae,muridae,female,adult,52,129,no,25,19,35,NA,NA,yes,yes,8,0,NA,yes,ODK,lalehun,10,2,7,297
10_LAL_009,lalehun_10_2_7_248,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,28,113,no,21,11,39,NA,NA,yes,yes,2,0,NA,no,ODK,lalehun,10,2,7,248
10_LAL_008,lalehun_10_2_5_204,praomys_rostratus,praomys,murinae,muridae,male,adult,15,73,no,20,17,25,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,10,2,5,204
10_LAL_007,lalehun_10_2_2_66,mastomys_natalensis,mastomys,murinae,muridae,male,adult,53,120,no,25,19,35,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,10,2,2,66
10_LAL_006,lalehun_10_2_2_55,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,24,114,no,17,10,34,NA,NA,yes,yes,2,0,NA,no,ODK,lalehun,10,2,2,55
10_LAL_005,lalehun_10_2_1_1,mastomys_natalensis,mastomys,murinae,muridae,female,adult,40,111,no,24,18,31,NA,NA,yes,yes,5,0,NA,yes,ODK,lalehun,10,2,1,1
10_LAL_004,lalehun_10_1_7_251,mastomys_natalensis,mastomys,murinae,muridae,male,adult,36,111,yes,24,18,28,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,10,1,7,251
10_LAL_003,lalehun_10_1_5_206,mus_setulosus,mus,murinae,muridae,female,adult,9,65,no,16,9,25,NA,NA,yes,yes,4,2,NA,yes,ODK,lalehun,10,1,5,206
10_LAL_002,lalehun_10_1_2_74,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,juvenile,8,76,no,14,5,23,NA,NA,no,no,NA,0,NA,no,ODK,lalehun,10,1,2,74
10_LAL_001,lalehun_10_1_2_56,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,31,95,no,19,8,33,internal,yes,NA,NA,NA,NA,NA,no,ODK,lalehun,10,1,2,56
5_LAM_001,lambayama_5_1_1_16,mastomys_natalensis,mastomys,murinae,muridae,male,adult,29,105,no,24,18,30,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,5,1,1,16
7_LAM_009,lambayama_7_2_7_281,mus_musculus,mus,murinae,muridae,female,adult,10,65,no,17,15,22,NA,NA,yes,yes,3,0,NA,yes,ODK,lambayama,7,2,7,281
7_LAM_008,lambayama_7_2_4_175,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,42,130,no,22,8,25,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,7,2,4,175
7_LAM_007,lambayama_7_2_4_163,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,24,105,no,17,8,29,NA,NA,yes,yes,2,0,NA,no,ODK,lambayama,7,2,4,163
9_BAI_008,baiama_9_1_1_13,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,23,121,no,17,8,38,NA,NA,yes,yes,2,4,NA,yes,ODK,baiama,9,1,1,13
9_BAI_007,baiama_9_4_7_250,rattus_rattus,rattus,murinae,muridae,male,adult,68,143,no,34,23,39,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,9,4,7,250
9_BAI_006,baiama_9_4_7_207,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,69,128,no,23,16,45,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,9,4,7,207
9_BAI_005,baiama_9_4_2_90,mastomys_natalensis,mastomys,murinae,muridae,female,adult,21,89,no,22,16,29,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,9,4,2,90
9_BAI_004,baiama_9_3_3_146,mastomys_natalensis,mastomys,murinae,muridae,male,adult,58,133,no,24,18,33,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,9,3,3,146
9_BAI_003,baiama_9_3_2_86,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,16,103,no,17,7,27,NA,NA,yes,yes,2,0,NA,no,ODK,baiama,9,3,2,86
9_BAI_002,baiama_9_2_7_199,mastomys_natalensis,mastomys,murinae,muridae,male,adult,30,98,no,23,18,28,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,9,2,7,199
9_BAI_001,baiama_9_1_7_256,mastomys_natalensis,mastomys,murinae,muridae,male,adult,25,103,no,24,18,29,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,9,1,7,256
9_LAM_022,lambayama_9_4_7_275,mus_musculus,mus,murinae,muridae,male,adult,10,77,no,17,14,23,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,4,7,275
9_LAM_021,lambayama_9_4_4_150,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,42,135,no,20,12,44,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,4,4,150
9_LAM_020,lambayama_9_4_2_55,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,37,143,no,19,14,39,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,4,2,55
9_LAM_018,lambayama_9_3_7_292,rattus_rattus,rattus,murinae,muridae,male,adult,73,171,no,39,24,49,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,3,7,292
9_LAM_017,lambayama_9_3_7_252,mus_musculus,mus,murinae,muridae,female,adult,11,88,no,14,13,27,NA,NA,yes,yes,5,0,NA,no,ODK,lambayama,9,3,7,252
9_LAM_016,lambayama_9_3_1_4,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,22,109,no,15,9,40,NA,NA,yes,yes,4,0,NA,no,ODK,lambayama,9,3,1,4
9_LAM_015,lambayama_9_2_7_272,mus_musculus,mus,murinae,muridae,male,adult,9,65,no,16,11,30,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,2,7,272
9_LAM_014,lambayama_9_2_7_264,mus_musculus,mus,murinae,muridae,female,adult,11,80,no,15,15,26,NA,NA,yes,yes,3,0,NA,yes,ODK,lambayama,9,2,7,264
9_LAM_013,lambayama_9_2_7_248,mus_musculus,mus,murinae,muridae,male,adult,14,94,no,19,13,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,2,7,248
9_LAM_012,lambayama_9_2_4_170,mastomys_natalensis,mastomys,murinae,muridae,female,adult,67,138,no,25,18,45,NA,NA,yes,yes,10,0,NA,yes,ODK,lambayama,9,2,4,170
9_LAM_011,lambayama_9_2_4_154,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,37,140,no,19,10,49,NA,NA,yes,yes,4,0,NA,no,ODK,lambayama,9,2,4,154
9_LAM_010,lambayama_9_2_3_132,mastomys_natalensis,mastomys,murinae,muridae,female,adult,27,109,no,22,8,39,NA,NA,yes,yes,7,0,NA,yes,ODK,lambayama,9,2,3,132
9_LAM_009,lambayama_9_2_3_122,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,20,110,no,14,10,38,NA,NA,yes,yes,4,0,NA,no,ODK,lambayama,9,2,3,122
9_LAM_008,lambayama_9_1_7_293,mus_musculus,mus,murinae,muridae,female,adult,14,95,no,15,14,30,NA,NA,yes,yes,2,0,NA,yes,ODK,lambayama,9,1,7,293
9_LAM_007,lambayama_9_1_7_291,mus_musculus,mus,murinae,muridae,male,adult,14,84,no,17,14,31,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,1,7,291
9_LAM_006,lambayama_9_1_7_285,mus_musculus,mus,murinae,muridae,female,adult,11,80,no,15,12,30,NA,NA,yes,yes,3,3,NA,yes,ODK,lambayama,9,1,7,285
9_LAM_005,lambayama_9_1_7_281,mus_musculus,mus,murinae,muridae,female,adult,17,89,no,12,13,30,NA,NA,yes,yes,4,7,NA,yes,ODK,lambayama,9,1,7,281
9_LAM_004,lambayama_9_1_7_267,mus_musculus,mus,murinae,muridae,female,adult,11,75,no,15,11,24,NA,NA,yes,yes,3,0,NA,yes,ODK,lambayama,9,1,7,267
9_LAM_003,lambayama_9_1_7_264,mus_musculus,mus,murinae,muridae,female,adult,12,107,no,16,11,32,NA,NA,yes,yes,3,0,NA,yes,ODK,lambayama,9,1,7,264
9_LAM_002,lambayama_9_1_7_256,mus_musculus,mus,murinae,muridae,female,adult,16,82,no,14,14,28,NA,NA,yes,yes,3,4,NA,yes,ODK,lambayama,9,1,7,256
9_LAM_001,lambayama_9_1_7_248,mus_musculus,mus,murinae,muridae,male,adult,11,65,no,17,8,23,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,9,1,7,248
9_SEI_018,seilama_9_4_3_112,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,36,119,no,21,14,44,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,4,3,112
9_SEI_017,seilama_9_4_2_55,praomys_rostratus,praomys,murinae,muridae,female,adult,23,115,no,17,16,33,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,9,4,2,55
9_SEI_016,seilama_9_4_1_49,praomys_rostratus,praomys,murinae,muridae,female,juvenile,14,86,no,22,16,32,NA,NA,no,yes,3,0,NA,yes,ODK,seilama,9,4,1,49
9_SEI_015,seilama_9_4_1_32,praomys_rostratus,praomys,murinae,muridae,male,adult,41,133,no,28,16,47,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,4,1,32
9_SEI_014,seilama_9_4_1_28,lemniscomys_striatus,lemniscomys,murinae,muridae,female,adult,40,122,no,26,15,41,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,9,4,1,28
9_SEI_021,seilama_9_4_7_326,mastomys_natalensis,mastomys,murinae,muridae,male,adult,38,127,no,24,16,38,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,4,7,326
9_SEI_020,seilama_9_4_7_319,praomys_rostratus,praomys,murinae,muridae,female,adult,29,112,no,22,16,42,NA,NA,yes,yes,5,0,NA,yes,ODK,seilama,9,4,7,319
9_SEI_019,seilama_9_4_7_304,rattus_rattus,rattus,murinae,muridae,male,juvenile,37,118,no,29,21,48,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,9,4,7,304
9_SEI_013,seilama_9_4_1_8,lemniscomys_striatus,lemniscomys,murinae,muridae,male,adult,39,108,no,26,15,38,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,4,1,8
9_SEI_012,seilama_9_3_4_196,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,84,149,yes,20,15,46,NA,NA,yes,yes,2,2,NA,yes,ODK,seilama,9,3,4,196
9_SEI_011,seilama_9_3_4_186,mus_setulosus,mus,murinae,muridae,female,adult,14,92,no,15,10,28,NA,NA,yes,yes,5,NA,NA,yes,ODK,seilama,9,3,4,186
9_SEI_010,seilama_9_3_3_141,mastomys_natalensis,mastomys,murinae,muridae,male,adult,22,112,no,21,12,35,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,3,3,141
9_SEI_009,seilama_9_2_1_46,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,27,93,no,21,19,46,NA,NA,yes,yes,4,NA,NA,no,ODK,seilama,9,2,1,46
9_SEI_008,seilama_9_2_1_36,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,48,111,no,21,16,41,internal,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,2,1,36
9_SEI_007,seilama_9_2_1_18,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,42,124,no,22,15,41,internal,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,2,1,18
9_SEI_006,seilama_9_2_1_5,mus_setulosus,mus,murinae,muridae,male,juvenile,6,71,no,15,7,25,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,9,2,1,5
9_SEI_005,seilama_9_1_7_312,rattus_rattus,rattus,murinae,muridae,male,juvenile,34,115,no,25,17,44,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,9,1,7,312
9_SEI_004,seilama_9_1_7_299,rattus_rattus,rattus,murinae,muridae,male,juvenile,36,116,no,36,20,41,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,9,1,7,299
